,zone,radius,logRho,logT,logL,log_Lrad,log_Ledd,mass,logP,log_g,velocity,v_rot,conv_vel,opacity,mu,dm,x_mass_fraction_H,y_mass_fraction_He,z_mass_fraction_metals,eps_grav,net_nuclear_energy,h1,he3,he4,c12,n14,o16,ne20,mg24,fe56
21,21.0,146.3265891306871,-8.492569794284915,3.4971396813380538,3.2723973175904275,3.2723973175904275,6.979383181047275,0.7356845652787669,2.7969377539476756,-0.026065500623735697,0.0,0.0,0.0,0.0010046497312962103,1.338438956050257,7.330890894131433e+26,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.7486047685915617,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
22,22.0,146.32407673889918,-8.492136607832887,3.497202437003496,3.2723973176235606,3.2723973176235606,6.979127816840201,0.7356841967441353,2.7974385326001032,-0.02605080459139863,0.0,0.0,0.0,0.0010054563292968824,1.33842380624859,1.2675354392547448e+27,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.747102558019476,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
23,23.0,146.319736857399,-8.491407227770296,3.497308325284222,3.2723973176807335,3.2723973176807335,6.978685299689221,0.7356835595354889,2.7982819621385064,-0.026025418560423633,0.0,0.0,0.0,0.0010068223296685354,1.338398266133709,2.10681035742643e+27,0.6798356552373789,0.30009491294458496,0.02006943181803611,-0.7445740417006178,0.0,0.6798356552373789,0.0013666761375686165,0.2987282368070163,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
24,24.0,146.312534940882,-8.490226042087324,3.497480403389235,3.2723973177754413,3.2723973177754413,6.977947008532858,0.7356825004110382,2.7996484895868243,-0.025983290439893166,0.0,0.0,0.0,0.0010090557078099862,1.3383568202244827,3.373174299253081e+27,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.7404814291941618,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
25,25.0,146.30103393698414,-8.488307642500283,3.497761466071583,3.272397317926243,3.272397317926243,6.976757694474192,0.7356808046668701,2.801869616608524,-0.0259160127326471,0.0,0.0,0.0,0.0010127399829145025,1.3382892816105465,5.567966545782268e+27,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.7338384811992269,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
26,26.0,146.28212942611253,-8.48514404731836,3.498229316639387,3.2723973181729313,3.2723973181729313,6.974774801617264,0.7356780055684659,2.8055371193801366,-0.025805421830122736,0.0,0.0,0.0,0.0010189744484768036,1.3381772805880452,9.288388693452104e+27,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.7228916790783847,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
27,27.0,146.25081137556018,-8.480022236132772,3.4989986048944908,3.2723973185783146,3.2723973185783146,6.9714112819370095,0.7356733361593096,2.811487458529838,-0.025622199196363687,0.0,0.0,0.0,0.0010295085518435816,1.3379942112560017,1.5063090410692548e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.7051838786463636,0.0,0.6798356552373789,0.0013666761375686167,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
28,28.0,146.2005899831705,-8.472164338552513,3.5002087402513165,3.2723973192196256,3.2723973192196256,6.9658040072000205,0.7356657637229479,2.8206484048269567,-0.025328351576463706,0.0,0.0,0.0,0.001046817808595591,1.3377087521421973,2.3034021112260385e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.6780311260104465,0.0,0.6798356552373789,0.0013666761375686167,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
29,29.0,146.1251051054916,-8.461067172618495,3.501984165877321,3.272397320162539,3.272397320162539,6.956848462593519,0.7356541841828754,2.833656039148364,-0.0248866102366282,0.0,0.0,0.0,0.0010739242249354424,1.3372951552322065,3.234587335177353e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.639628421949076,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139565,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
30,30.0,146.02165194931976,-8.445594712883908,3.5046017441292783,3.2723973214116437,3.2723973214116437,6.9434629138613255,0.7356379234381782,2.851939756378605,-0.024281051443775015,0.0,0.0,0.0,0.0011178196651535285,1.3366984380079778,4.812876356841843e+28,0.6798356552373789,0.30009491294458485,0.020069431818036332,-0.5858853954513037,0.0,0.6798356552373789,0.0013666761375686165,0.2987282368070162,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
31,31.0,145.8728504190983,-8.431360107396246,3.507195326596121,3.272397323114075,3.272397323114075,6.9216801956952,0.7356137284032052,2.868951967175066,-0.023409759600007345,0.0,0.0,0.0,0.0011660037481350943,1.3361237507940225,2.953922739832391e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.5371373596100871,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
32,32.0,145.78432382683832,-8.416482955500365,3.5100848569813805,3.2723973240720112,3.2723973240720112,6.907164989505528,0.7355988786005717,2.8869126309683972,-0.022891241794153246,0.0,0.0,0.0,0.001226105144835714,1.3355115203802022,5.562311027655514e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.48346607081950177,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.001494244367913957,0.009360410554955359,0.0020994599496976427,0.004090324283513737,0.0
33,33.0,145.62296333343093,-8.402718899053749,3.5130143770255873,3.2723973256955907,3.2723973256955907,6.877266384509405,0.7355709160476476,2.9037947219885583,-0.02194582621367133,0.0,0.0,0.0,0.0012936981613239815,1.3349169012086413,2.7335593374983624e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.43451239888182014,0.0,0.6798356552373789,0.0013666761375686167,0.29872823680701627,0.0030249926619555123,0.0014942443679139565,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
34,34.0,145.5460118410341,-8.392737175126259,3.5152748720526596,3.272397326412696,3.272397326412696,6.861272210369246,0.7355571740441412,2.916176265241692,-0.021494830337485133,0.0,0.0,0.0,0.0013512476500515244,1.3344807761956945,3.5458619379069336e+28,0.6798356552373788,0.3000949129445849,0.020069431818036332,-0.39614684569149555,0.0,0.6798356552373788,0.0013666761375686167,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
35,35.0,145.44834442525317,-8.378154846088243,3.5188421447564786,3.272397327260763,3.272397327260763,6.83929150410776,0.7355393484763859,2.93453577482824,-0.020922300301824577,0.0,0.0,0.0,0.001451969005883706,1.333830709437888,6.075541977407185e+28,0.6798356552373789,0.30009491294458485,0.020069431818036332,-0.33577872203578724,0.0,0.6798356552373789,0.0013666761375686165,0.2987282368070162,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
36,36.0,145.28623573576118,-8.364961023519584,3.5224869725516688,3.272397328492422,3.272397328492422,6.797732364775342,0.735508805836242,2.9515769512709285,-0.019971713221327222,0.0,0.0,0.0,0.0015673634319227929,1.333209032784559,3.1853646023916915e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.2795598737087687,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
37,37.0,145.20364753867344,-8.351006887741528,3.526699477321219,3.2723973290300554,3.2723973290300554,6.774053120503798,0.7354927925414382,2.9699574381054408,-0.019487277464282842,0.0,0.0,0.0,0.0017190917502845685,1.332553901873454,7.195845305824494e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.20825813260039427,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
38,38.0,145.0226490377561,-8.337043577601841,3.5316904704670935,3.272397329934821,3.272397329934821,6.715213333588791,0.7354566179722353,2.989141361199026,-0.018425253985923304,0.0,0.0,0.0,0.001923296994371998,1.3318522586011143,4.062332514022172e+28,0.6798356552373788,0.3000949129445849,0.020069431818036332,-0.1327302357535537,0.0,0.6798356552373788,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955357,0.002099459949697643,0.004090324283513738,0.0
39,39.0,144.92351012370588,-8.323981357081175,3.536978481468568,3.2723973302603557,3.2723973302603557,6.6786355262072234,0.7354361960311836,3.007705403648253,-0.01784333447810732,0.0,0.0,0.0,0.0021731906930432007,1.3312016362154655,7.285138109618607e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,-0.043721421048994444,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
40,40.0,144.75066410205488,-8.312241640136467,3.542852000262137,3.272397330452658,3.272397330452535,6.606498241311454,0.7353995725739665,3.0255292431488807,-0.016828403283174913,0.0,0.0,56.450047827817464,0.002489109756276728,1.3305656752037314,4.022384158446567e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,0.04614682970966298,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
41,41.0,144.65760408022035,-8.302117964500253,3.548707141959492,3.2723973303405907,3.272397330290031,6.5634147457762575,0.7353793514591541,3.041689569937634,-0.01628175080088896,0.0,0.0,309.07812074499077,0.0028454734148865646,1.3300201465616157,6.611645567497616e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,0.1451873607953422,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
42,42.0,144.50791354816647,-8.2916339859441,3.55639503009502,3.272397329761041,3.2723973281685113,6.4890231610867675,0.7353461137476748,3.060059576384214,-0.01540210623157901,0.0,0.0,941.7591284214685,0.0033656517453453743,1.3294250100052716,5.915471495268446e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,0.26801439776277347,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
43,43.0,144.3769248965274,-8.284450239285906,3.563056659610834,3.272397328803847,3.2723973175105465,6.4180299766279845,0.7353163758053096,3.07404106691487,-0.014631983545365304,0.0,0.0,1800.4281903873357,0.003868457154961785,1.329011357896836,3.9450540209815964e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,0.37308928098819294,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
44,44.0,144.29087182938855,-8.27926500397997,3.5688017353321895,3.272397327915223,3.27239729366016,6.368664121969222,0.7352965434404344,3.085066879054937,-0.014125837187954465,0.0,0.0,2606.3395639968776,0.004348879940930614,1.328719365616683,4.039101837944341e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,0.47008278015319666,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
45,45.0,144.2037083968461,-8.274572169952156,3.5751731286781725,3.272397326768888,3.272397227558035,6.315982821536753,0.7352762382833966,3.0962211601967238,-0.013612973376480843,0.0,0.0,3720.1640956847086,0.004940634371690087,1.3284493832117055,4.227197471870307e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,0.5831221838037671,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
46,46.0,144.1133551324442,-8.271105673835724,3.58118526987495,3.2723973252806777,3.272397041893609,6.257423134584488,0.7352549875420339,3.1057754940940803,-0.013081125784825415,0.0,0.0,5286.513820313756,0.005560415261079956,1.3282300754103658,3.006227281839466e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,0.6914583539032744,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
47,47.0,144.04954183251164,-8.268934551180584,3.5857929219179123,3.272397324025688,3.272396749552381,6.214193460180462,0.7352398747968004,3.112606525361852,-0.012705356744825282,0.0,0.0,6691.391758672853,0.006067389136754505,1.328078785283721,2.2546704613795716e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,0.7755444087758195,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
48,48.0,144.001883656925,-8.266682278175681,3.591445055177012,3.2723973229699843,3.2723963739038924,6.18196307880853,0.7352285402378754,3.1205657212750992,-0.012424635443580538,0.0,0.0,7901.28478232016,0.00670864378831159,1.3279179488597008,3.972249919697207e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,0.8729975933453219,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
49,49.0,143.9182782194989,-8.264155628696102,3.6000194604114704,3.272397320876345,3.2723952700430097,6.127717020987872,0.7352085711552306,3.1317325163900804,-0.01193199440638447,0.0,0.0,10162.644401810909,0.007654359183803419,1.3277392340237189,4.93827255755506e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,0.9898842464174837,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
50,50.0,143.81480906428808,-8.26238929392975,3.6084663812582254,3.2723973179250567,3.2723932199518426,6.070188511698913,0.7351837457351746,3.141999655179222,-0.011321968014039965,0.0,0.0,12685.16071025753,0.008459861432185137,1.3276357559743337,3.435158916635335e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,1.0680457410072852,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
51,51.0,143.74303863937263,-8.261155639752918,3.615456860466546,3.27239731570998,3.27239177230809,6.03891933227882,0.7351664766877352,3.150262283828695,-0.010898594092500671,0.0,0.0,13946.661647558289,0.009020048623802823,1.3275760023267322,3.4351589166355254e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,1.0982035507592554,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
52,52.0,143.67140035979045,-8.260307137190765,3.62068924038547,3.272397313432357,3.2723906585748654,6.013937308865395,0.7351492076402959,3.156369635808809,-0.010475802780382728,0.0,0.0,14757.608871595437,0.009386469285147487,1.3275366602981828,1.7175794583177785e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,1.1071384576786367,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
53,53.0,143.635624396929,-8.259402767519793,3.6263564852820935,3.2723973122842804,3.2723902683156885,6.003202341993592,0.7351405731165762,3.162965802172873,-0.010264587342639643,0.0,0.0,15016.952740376146,0.009747031200206943,1.3274942803650793,3.9240182826893157e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,1.1008858049043257,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
54,54.0,143.55399320168843,-8.257823758396418,3.636003671928592,3.2723973096761734,3.272389759884423,5.981878895883536,0.735120846501441,3.174227410075381,-0.009782463272382576,0.0,0.0,15321.448858605927,0.010290020530212138,1.3274118000464692,5.886027424034069e+28,0.6798356552373789,0.3000949129445849,0.02006943181803622,1.0727787435574734,0.0,0.6798356552373789,0.0013666761375686165,0.29872823680701627,0.0030249926619555123,0.0014942443679139567,0.009360410554955359,0.0020994599496976427,0.004090324283513738,0.0
