,model_number,num_zones,star_age,time_step,star_mass,log_abs_mdot,log_Teff,log_L,radius,log_g,log_center_T,log_center_Rho,center_mu,center_h1,center_he4,center_c12,center_n14,center_o16,center_fe56,surface_h1,surface_he4,surface_c12,surface_n14,surface_o16,dynamic_timescale,kh_timescale,nuc_timescale,log_LH,log_LHe,log_LZ,log_Lnuc,log_abs_Lgrav,pp,cno,tri_alfa,burn_c,burn_n,burn_o,mix_type_1,mix_qtop_1,mix_type_2,mix_qtop_2,mix_type_3,mix_qtop_3,mix_type_4,mix_qtop_4,mix_type_5,mix_qtop_5,burn_type_1,burn_qtop_1,burn_type_2,burn_qtop_2,burn_type_3,burn_qtop_3,burn_type_4,burn_qtop_4,burn_type_5,burn_qtop_5
409,409.0,1571.0,8170425,165021.09837375226,0.3499964647868827,-13.238094897096673,3.552681949984531,-1.0450227627632622,0.7859294361258641,4.1911859008986685,6.540300756124065,0.7897423234925222,0.6204691333477331,0.6999999991739955,0.2799702023647488,0.0034416106108120102,0.0010081585468366039,0.009360446609139973,0.0,0.6999999991739966,0.27997020236474884,0.0034416106108120107,0.0010081585468366039,0.009360446609139973,11791.717751963046,40583178.853079386,38822761189.045525,-5.278106369578106,-98.99999999999999,-98.99999999999999,-5.278106369578106,-1.0450481557274947,-5.278106369580298,-16.574914295651887,-98.99999999999999,-66.92475888914748,-78.01270282417413,-98.99999999999999,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0
410,410.0,1571.0,8328441,158015.98811223664,0.3499964558300142,-13.246544834008517,3.5528453582336605,-1.0501039103208436,0.7807575000820569,4.196920670338604,6.543083037864658,0.7982020359714468,0.6204619974684489,0.6999999991018048,0.27997020236474884,0.003441610610812011,0.001008158546836604,0.009360446609139974,0.0,0.699999999101806,0.27997020236474884,0.0034416106108120102,0.0010081585468366043,0.009360446609139974,11675.513637593573,41332776.30436747,39279645254.39273,-5.249751622948119,-98.99999999999999,-98.99999999999999,-5.24975162294812,-1.0501313355529152,-5.249751622950656,-16.48312886228101,-98.99999999999999,-66.72382797937422,-77.78420285869608,-98.99999999999999,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0
411,411.0,1571.0,8484464,156023.17690539546,0.34999644714649525,-13.254493360728983,3.553003012263824,-1.0550362674967628,0.7757730318542988,4.202483632860196,6.545781814759407,0.80640848114337,0.6204554450079175,0.6999999990258713,0.2799702023647488,0.00344161061081201,0.0010081585468366039,0.009360446609139973,0.0,0.6999999990258726,0.2799702023647488,0.00344161061081201,0.001008158546836604,0.009360446609139974,11563.885181081105,42073476.59452189,39728292827.194466,-5.222289237881162,-98.99999999999999,-98.99999999999999,-5.222289237881163,-1.0550658167231568,-5.222289237884085,-16.394267442465654,-98.99999999999999,-66.52932675723295,-77.56300928876082,-98.99999999999999,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0
412,412.0,1571.0,8700946,216482.40083929512,0.3499964353102106,-13.26220719377821,3.553215151810562,-1.061723394878301,0.7690717083974821,4.210019303741586,6.5494373506222905,0.8175253481601388,0.6204477901211345,0.6999999989111086,0.27997020236474884,0.0034416106108120107,0.001008158546836604,0.009360446609139974,0.0,0.6999999989111101,0.2799702023647488,0.0034416106108120094,0.0010081585468366039,0.009360446609139973,11414.37178241798,43098617.64236695,40344748822.69114,-5.185155349159435,-88.14516816698449,-98.99999999999999,-5.185155349159435,-1.0617560813994054,-5.185155349162972,-16.27416774533272,-88.14516816698449,-66.26649635116031,-77.26410087489677,-98.99999999999999,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0
413,413.0,1571.0,8958556,257609.57154339293,0.3499964215603009,-13.272662149256893,3.5534584664710747,-1.06947151934475,0.7613882035180962,4.218740669788455,6.553667609458671,0.8303920792281481,0.6204419147464472,0.6999999987603712,0.2799702023647488,0.0034416106108120094,0.0010081585468366039,0.009360446609139973,0.0,0.6999999987603729,0.2799702023647488,0.0034416106108120094,0.001008158546836604,0.009360446609139973,11243.74493974947,44317180.521521255,41070985453.046585,-5.1422748276263865,-87.3634732651577,-98.99999999999999,-5.1422748276263865,-1.0695082475212678,-5.142274827630797,-16.13556410980374,-87.3634732651577,-65.96323764594091,-76.91920256441001,-98.99999999999999,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0
414,414.0,1572.0,9164094,205538.34913379463,0.34999641089134514,-13.28477094821596,3.5536543976140895,-1.075496648742469,0.7554430269795563,4.225549510519613,6.556969907650202,0.8404385412161146,0.6204406464289265,0.6999999986304865,0.27997020236474884,0.0034416106108120094,0.001008158546836604,0.009360446609139974,0.0,0.6999999986304882,0.27997020236474884,0.00344161061081201,0.001008158546836604,0.009360446609139976,11112.310075992438,45289930.31910968,41644748107.59738,-5.108868585082782,-86.93061279409959,-98.99999999999999,-5.108868585082782,-1.0755368678550987,-5.108868585088018,-16.027646121070212,-86.93061279409959,-65.72716732852709,-76.65070903576323,-98.99999999999999,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0
415,415.0,1572.0,9350098,186003.9391101218,0.3499964014437419,-13.294200491359952,3.5538204464873293,-1.0808764222808451,0.7502046165283865,4.231593467827855,6.559900838626278,0.8493574086165829,0.6204427560153154,0.6999999985046552,0.2799702023647488,0.0034416106108120085,0.0010081585468366039,0.009360446609139973,0.0,0.6999999985046571,0.27997020236474873,0.003441610610812008,0.0010081585468366039,0.009360446609139973,10996.927970897903,46174626.06693651,42163824925.85884,-5.07926900599101,-86.62241998735281,-98.99999999999999,-5.07926900599101,-1.0809200149562532,-5.079269005997106,-15.932070668638634,-86.62241998735281,-65.5181321754411,-76.41295710998581,-89.62762206831205,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0
416,416.0,1572.0,9528772,178673.67013611103,0.3499963925423418,-13.302602237690898,3.5539760956176676,-1.0859547266368081,0.7452968434994695,4.237294357659831,6.562665151853731,0.8577715355256275,0.6204480792729692,0.6999999983757709,0.27997020236474884,0.0034416106108120094,0.001008158546836604,0.009360446609139974,0.0,0.6999999983757728,0.27997020236474884,0.003441610610812009,0.001008158546836604,0.009360446609139974,10889.193376645184,47025359.01018113,42659748886.808586,-5.051395321174767,-86.36046203674421,-20.7710697008147,-5.051395321174767,-1.0860017557978228,-5.051395321181799,-15.84210642350958,-86.36046203674421,-65.32139969229138,-76.18919209692936,-88.26602246735686,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0
417,417.0,1572.0,9705249,176476.85412997738,0.34999638390944066,-13.310530981440179,3.554126298217963,-1.090885984392581,0.7405651106784029,4.242826415104612,6.565347402388906,0.8659380492127507,0.6204565540422231,0.6999999982403037,0.2799702023647488,0.003441610610812008,0.0010081585468366039,0.009360446609139973,0.0,0.6999999982403058,0.2799702023647488,0.0034416106108120085,0.0010081585468366039,0.009360446609139973,10785.658480401888,47866248.39846265,43146894392.40167,-5.024389492319155,-86.11036725450715,-98.99999999999999,-5.024389492319155,-1.0909366025243672,-5.024389492327232,-15.75497805605798,-86.11036725450715,-65.13089611980786,-75.97250638704193,-87.7904023665772,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0
418,418.0,1572.0,9950283,245033.68100349893,0.3499963721334481,-13.318228262562258,3.5543285822194184,-1.0975762190648215,0.7341986176547175,4.250325771170385,6.568983279071776,0.8770110620492687,0.6204732836749622,0.6999999980356989,0.27997020236474884,0.003441610610812009,0.001008158546836604,0.009360446609139974,0.0,0.6999999980357012,0.27997020236474884,0.0034416106108120085,0.0010081585468366043,0.009360446609139974,10646.874720966973,49030834.05392047,43816709652.77825,-4.9878461458473815,-85.78610726417175,-20.470039705150718,-4.987846145847381,-1.09763213586906,-4.9878461458571195,-15.637132176786418,-85.78610726417175,-64.87327206377213,-75.67946671460368,-87.29860885082486,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0,-9999.0,-1.0
